hausa,english
"Firist zai karɓi hadaya ta gari don kishi daga hannuwanta, yă kaɗa shi a gaban Ubangiji sa’an nan yă kawo a bagade.","The priest shall take the meal offering of jealousy out of the woman’s hand, and shall wave the meal offering before Yahweh, and bring it to the altar."
"Aka jefa ƙuri’u don kowace ƙofa bisa ga iyalansu, ƙarami da babba.","They cast lots, the small as well as the great, according to their fathers’ houses, for every gate."
amma ku bar kowace yarinyar da ba tă taɓa yin lalata da namiji ba.,"But all the girls, who have not known man by lying with him, keep alive for yourselves."
"Mutum mai cika fushi yakan tā da faɗa, mai zafin rai kuma kan yi zunubai masu yawa.","An angry man stirs up strife, and a wrathful man abounds in sin."
"Fahariyarmu ba fiye da yadda ya kamata take ba, ba tă kuma shafi aikin waɗansu ba. Sai dai muna sa zuciya bangaskiyarku ta riƙa ƙaruwa, ta haka kuma fagen aikinmu a cikinku yă riƙa ƙaruwa ƙwarai da gaske.","not boasting beyond proper limits in other men’s labors, but having hope that as your faith grows, we will be abundantly enlarged by you in our sphere of influence,"
"Mai yiwuwa Ubangiji Allahnka ya ji dukan maganganun sarkin yaƙi, wanda maigidansa, sarkin Assuriya, ya aiko don yă rena Allah mai rai. Bari Ubangiji Allahnka yă tsawata masa saboda maganar da ya ji. Saboda haka ka yi addu’a domin raguwar da har yanzu suke a raye.”","It may be Yahweh your God will hear all the words of Rabshakeh, whom the king of Assyria his master has sent to defy the living God, and will rebuke the words which Yahweh your God has heard. Therefore lift up your prayer for the remnant that is left.’”"
"Ku kasa kunne gare ni, ku tsibirai; ku ji wannan, ku al’ummai masu nesa. Kafin a haife Ni Ubangiji ya kira ni; tun daga haihuwata ya ambaci sunana.","Listen, islands, to me. Listen, you peoples, from afar: Yahweh has called me from the womb; from the inside of my mother, he has mentioned my name."
"gama ƙaunarka kullum tana a gabana, kuma ina cin gaba da tafiya a cikin gaskiyarka.",For your loving kindness is before my eyes. I have walked in your truth.
Waɗannan su ne rabon gādon da Musa ya yi lokacin da suke cikin filayen Mowab a hayin gabashin Urdun kusa da Yeriko.,"These are the inheritances which Moses distributed in the plains of Moab, beyond the Jordan at Jericho, eastward."
Gidanka da kuma masarautarka za su dawwama har abada a gabana; gadon sarautarka kuma zai kahu har abada.’ ”,Your house and your kingdom will be made sure forever before you. Your throne will be established forever.”’”
"Wannan ya ci gaba har shekara biyu, sai da ya sa dukan Yahudawa da Hellenawa da suke zaune a lardin Asiya suka ji maganar Ubangiji.","This continued for two years, so that all those who lived in Asia heard the word of the Lord Jesus, both Jews and Greeks."
"“ ‘Yanzu, ka zo ku shirya da shugabana, sarkin Assuriya. Zan ba ka dawakai dubu biyu, in za ka sami mahayansu!","Now therefore, please give pledges to my master the king of Assyria, and I will give you two thousand horses if you are able on your part to set riders on them."
"Kada ku hana wannan aiki na haikalin Allah. Bari gwamnan Yahudawa, da dattawan Yahudawa su sāke gina wannan gidan Allah a wurin da yake a dā.",Leave the work of this house of God alone; let the governor of the Jews and the elders of the Jews build this house of God in its place.
"Amma kai, ka natsu cikin kowane hali, ka jure shan wahala, ka yi aikin mai bishara, ka cika dukan ayyukan hidimarka.","But you be sober in all things, suffer hardship, do the work of an evangelist, and fulfill your ministry."
"da Farmashta, da Arisai, da Aridai da kuma Baizata,","Parmashta, Arisai, Aridai, and Vaizatha,"
"Ba kya yi wa kowa biyayya, ba kya kuma yarda da kuskurenki. Ba kya dogara ga Ubangiji, ba kya kuma kusatowa kusa da Allahnki.",She didn’t obey the voice. She didn’t receive correction. She didn’t trust in Yahweh. She didn’t draw near to her God.
"Duk da haka, Yehu bai mai da hankali ya kiyaye dokokin Ubangiji, Allah na Isra’ila da dukan zuciyarsa ba. Bai rabu da zunubin Yerobowam, wanda ya sa Isra’ila ta aikata ba.","But Jehu took no heed to walk in the law of Yahweh, the God of Israel, with all his heart. He didn’t depart from the sins of Jeroboam, with which he made Israel to sin."
Shawulu kuwa na zaune a gindin itacen rumman a bayan garin Gibeya a Migron. Tare da shi akwai mutum wajen ɗari shida.,"Saul stayed in the uttermost part of Gibeah under the pomegranate tree which is in Migron; and the people who were with him were about six hundred men,"
"Ka ce, ‘Kaitona! Ubangiji ya ƙara baƙin ciki da wahalata; na gaji da nishe-nishe ban kuma huta ba.’ ”","‘You said, “Woe is me now! For Yahweh has added sorrow to my pain! I am weary with my groaning, and I find no rest.”’"
Suka kafa keɓaɓɓun duwatsu da kuma ginshiƙan Ashera a kowane tudu mai tsayi da kuma a ƙarƙashin kowane babban itace.,and they set up for themselves pillars and Asherah poles on every high hill and under every green tree;
"da Hattush, da Shebaniya, da Malluk,","Hattush, Shebaniah, Malluch,"
"Saboda haka Tamar ta tafi gidan ɗan’uwanta Amnon, wanda yake kwance. Ta ɗauki fulawa, ta kwaɓa, ta yi burodi a gabansa ta toya shi.","So Tamar went to her brother Amnon’s house; and he was lying down. She took dough, kneaded it, made cakes in his sight, and baked the cakes."
"Za ku iya nemi baƙo yă biya ku bashin da kuke binsa, amma dole ku yafe duk wani bashin da kuke bin ɗan’uwa.","Of a foreigner you may require it; but whatever of yours is with your brother, your hand shall release."
"“ ‘To, in ku a matsayin jama’a, da gangan kuka ƙi kiyaye waɗannan ƙa’idodi da Ubangiji ya ba wa Musa ba,","“‘When you err, and don’t observe all these commandments which Yahweh has spoken to Moses—"
"Sai Maryamu ta ce, “Raina yana ɗaukaka Ubangiji","Mary said, “My soul magnifies the Lord."
"To, fa, sai ku kwana a nan kamar yadda waɗancan suka yi, ni kuma in roƙi Ubangiji, in ji, wace magana zai ce mini.”","Now therefore please stay here tonight as well, that I may know what else Yahweh will speak to me.”"
"Maganar Ubangiji da ta zo wa Zefaniya ɗan Kushi, ɗan Gedaliya, ɗan Amariya, ɗan Hezekiya, a zamanin Yosiya ɗan Amon sarkin Yahuda.","Yahweh’s word which came to Zephaniah, the son of Cushi, the son of Gedaliah, the son of Amariah, the son of Hezekiah, in the days of Josiah, the son of Amon, king of Judah."
Sai mutumin ya je ya gaya wa Yahudawa cewa Yesu ne ya warkar da shi.,"The man went away, and told the Jews that it was Jesus who had made him well."
"Duk wanda bai saurari kalmomina da annabin nan yake magana da sunana ba, ni kaina zan nemi hakki a kan mutumin.","It shall happen, that whoever will not listen to my words which he shall speak in my name, I will require it of him."
"Amma ta haka ne Allah ya cika abin da ya rigyafaɗi ta bakin dukan annabawa cewa, Kiristinsa zai sha wahala.","But the things which God announced by the mouth of all his prophets, that Christ should suffer, he thus fulfilled."
"Ya amsa ya ce, “Na riga na gaya muku ba ku kuwa saurara ba. Don me kuke so ku sāke ji? Ko ku ma kuna so ku zama almajiransa ne?”","He answered them, “I told you already, and you didn’t listen. Why do you want to hear it again? You don’t also want to become his disciples, do you?”"
"A dā kuna a ware da Allah, kuka kuma zama abokan gāba a cikin tunaninku saboda mugun halinku.","You, being in past times alienated and enemies in your mind in your evil deeds,"
"Shi ne ya sāke gina Elat, ya kuma maido da ita a hannun Yahuda bayan Amaziya ya huta da kakanninsa.",He built Elath and restored it to Judah. After that the king slept with his fathers.
"Me ya sa kake baƙin ciki, ya raina? Me ya sa ka damu a cikina? Ka dogara ga Allah, gama zai sāke yabe shi, Mai Cetona da kuma Allahna.","Why are you in despair, my soul? Why are you disturbed within me? Hope in God! For I shall still praise him, the saving help of my countenance, and my God."
"Lawiyawa suka yi yadda Musa ya umarta, a ranar, mutane wajen dubu uku suka mutu.",The sons of Levi did according to the word of Moses. About three thousand men fell of the people that day.
"Yayinda Ezra yake addu’a, yake kuma furta laifi, yana kuka, yana a durƙushe da kansa ƙasa a gaban gidan Allah, sai babban taron jama’ar Isra’ilawa, maza, mata da yara, suka taru a wurinsa. Su ma suka yi kuka mai zafi.","Now while Ezra prayed and made confession, weeping and casting himself down before God’s house, there was gathered together to him out of Israel a very great assembly of men and women and children; for the people wept very bitterly."
"Haka kuma, ku nemi zaman salama da cin gaba a birnin da aka kai ku zaman bauta. Ku yi addu’a ga Ubangiji saboda birnin, domin in ya ci gaba, ku ma za ku ci gaba.”","Seek the peace of the city where I have caused you to be carried away captive, and pray to Yahweh for it; for in its peace you will have peace.”"
"“Idan mutum biyu suna faɗa, har suka yi wa mace mai ciki rauni, har ya sa ta yi ɓari, amma wani lahani bai same ta ba, za a ci wa wanda ya yi mata raunin tara bisa ga yadda mijinta ya yanka za a biya, in dai abin da ya yanka ya yi daidai da abin da alƙalai suka tsara.","“If men fight and hurt a pregnant woman so that she gives birth prematurely, and yet no harm follows, he shall be surely fined as much as the woman’s husband demands and the judges allow."
"Amma kada Kohatawa su shiga don su dubi abubuwa masu tsarki, ko na ɗan ƙanƙanin lokaci, in ba haka ba za su mutu.”","but they shall not go in to see the sanctuary even for a moment, lest they die.”"
"Ka sa sandunan a cikin zoban, a gefen akwatin domin ɗaukansa.",You shall put the poles into the rings on the sides of the ark to carry the ark.
"Kamar yadda kare kan koma ga amansa, haka wawa kan maimaita wautarsa.","As a dog that returns to his vomit, so is a fool who repeats his folly."
"“Kada ku jinkirta fitar da zakarku daga rumbunanku, ko harajin kayan da kuka saya. “Dole ku ba ni ’ya’yan farinku maza.",“You shall not delay to offer from your harvest and from the outflow of your presses. “You shall give the firstborn of your sons to me.
"Ina gode wa Allah, wanda ya sa a zuciyar Titus, irin kula da nake da shi dominku.","But thanks be to God, who puts the same earnest care for you into the heart of Titus."
"“Sa’ad da waɗannan mutane, ko annabi ko firist, ya tambaye ka, ‘Mece ce maganarUbangiji?’ Ka ce musu, ‘Wace magana? Zan yashe ku, in ji Ubangiji.’","“When this people, or the prophet, or a priest, asks you, saying, ‘What is the message from Yahweh?’ Then you shall tell them, ‘“What message? I will cast you off,” says Yahweh.’"
Kada ka sa ƙafa a kan hanyar mugaye kada ka bi gurbin mugaye.,Don’t enter into the path of the wicked. Don’t walk in the way of evil men.
"Abin da Allah ya faɗa game da Damaskus. “Duba, Damaskus ba za tă ƙara zama birni ba amma za tă zama tsibin juji.","The burden of Damascus. “Behold, Damascus is taken away from being a city, and it will be a ruinous heap."
"Ku gwada kanku ku gani ko kuna cikin bangaskiya; ku auna kanku. Ashe, ba ku san cewa Kiristi Yesu yana cikinku ba? Sai ko in kun fāɗi gwajin.","Examine your own selves, whether you are in the faith. Test your own selves. Or don’t you know about your own selves, that Jesus Christ is in you?—unless indeed you are disqualified."
"Uzziya ya huta da kakanninsa aka kuma binne shi kusa da su a fili don binnewar da take ta sarakuna, domin mutane sun ce, “Yana da kuturta.” Sai Yotam ɗansa ya gāje shi a matsayin sarki.","So Uzziah slept with his fathers; and they buried him with his fathers in the field of burial which belonged to the kings, for they said, “He is a leper.” Jotham his son reigned in his place."
"in zama mai hidimar Kiristi Yesu ga Al’ummai da aikin firist na yin shelar bisharar Allah, don Al’ummai su zama hadaya mai karɓuwa ga Allah, tsattsarka ta wurin Ruhu Mai Tsarki.","that I should be a servant of Christ Jesus to the Gentiles, serving as a priest of the Good News of God, that the offering up of the Gentiles might be made acceptable, sanctified by the Holy Spirit."
"Duk wanda yake da shi, za a ƙara masa, zai kuwa samu a yalwace. Duk wanda kuma ba shi da shi, ko ɗan abin da yake da shi ma, za a karɓe.","For whoever has, to him will be given, and he will have abundance; but whoever doesn’t have, from him will be taken away even that which he has."
"Sai suka ɗibi tokar matoya, suka tsaya a gaban Fir’auna, Musa ya watsa ta a iska, sai marurai masu zafi suka fiffito bisa mutane da dabbobi.","They took ashes of the furnace, and stood before Pharaoh; and Moses sprinkled it up toward the sky; and it became boils and blisters breaking out on man and on animal."
"In kuwa muka san cewa yana sauraranmu, ko mene ne muka roƙa, mun sani, mun riga mun sami abin da muka roƙa daga gare shi ke nan.","And if we know that he listens to us, whatever we ask, we know that we have the petitions which we have asked of him."
